fit_tier,priority,company,legal_name,usdot,power_units,drivers,officer,phone,email,city,state,zip,address,safety_rating,hazmat,classdef,fit_score,suggested_plan,add_on,outreach_angle,safer_url
Growth,High,ORION MARINE CONSTRUCTION INC,ORION MARINE CONSTRUCTION INC,16060,11,11,ANDREW  MANNINO,8138398441,kbell@orionmarinegroup.com,TAMPA,FL,33616,5600 W COMMERCE STREET,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16060
Fleet,High,RYDER,RYDER TRUCK RENTAL INC,16130,59883,328,JAMES  FINLAY,7862471987,jfinley@ryder.com,CORAL GABLES,FL,33134,2333 PONCE DE LEON BLVD,S,No,PRIVATE PROPERTY,45,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16130
Fleet,High,COOKE TRUCKING COMPANY INC,COOKE TRUCKING COMPANY INC,16189,88,130,SHANNON  BRANCH,3367865181,sbranch@cooketrucking.com,MOUNT AIRY,NC,27030,1759 SOUTH ANDY GRIFFITH PKWY,S,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16189
Growth,High,CENTURY SERVICES INC,CENTURY SERVICES INC,16247,33,34,BRANDON HUCKS,8284313304,dpowell@centuryfurniture.com,HICKORY,NC,28601,401 11TH ST NW,S,No,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16247
Fleet,High,CAMPBELL SNACKS,SNYDER'S-LANCE INC,16256,114,141,ELIZABETH  DUGGAN,8392435861,david_moore@campbells.com,CHARLOTTE,NC,28273,8600 CRUMP ROAD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16256
Starter,High,KING HICKORY FURNITURE COMPANY,KING HICKORY FURNITURE COMPANY,16270,6,8,ROBERT E PALMER,8283226025,karen@kinghickory.com,HICKORY,NC,28602-1340,1820 MAIN AVE SE,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16270
Growth,High,HOLLAR & GREENE PRODUCE CO INC,HOLLAR & GREENE PRODUCE CO INC,16348,36,20,TONY GREENE,8282642177,TONYGREENE@HOLLARANDGREENE.COM,BOONE,NC,28607,230 CABBAGE ROW,S,No,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16348
Fleet,High,HARRIS TEETER LLC,HARRIS TEETER LLC,16362,389,455,TAMMY DEBOER,7048443656,afoard@harristeeter.com,MATTHEWS,NC,28105,701 CRESTDALE RD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16362
Growth,High,CROWDER CONSTRUCTION COMPANY,CROWDER CONSTRUCTORS INC,16454,13,10,LYNN HANSEN,7043723541,,CHARLOTTE,NC,28216,6425 BROOKSHIRE BLVD,C,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,55,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16454
Growth,High,CRITCHER BROTHERS PRODUCE INC,CRITCHER BROTHERS PRODUCE INC,16456,12,8,ROGER E CRITCHER,8282642669,mough@critcherbrothers.com,DEEP GAP,NC,28618,7467 OLD 421 SOUTH,S,No,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16456
Growth,High,TRIPIFOODS INC,TRIPIFOODS INC,16653,33,26,J. ANTHONY BOW,7168537400,TBOW@TRIPIFOODS.COM,BUFFALO,NY,14206-1807,1427 WILLIAM ST,C,No,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16653
Starter,High,BUSTI LIME SERVICE INC,BUSTI LIME SERVICE INC,16654,5,4,THEODORE  ELLIS,17164840859,bustilimesvc@hotmail.com,JAMESTOWN,NY,14701-9513,3641 LAWSON RD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,55,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16654
Starter,High,RADIAC ENVIRONMENTAL SERVICES,RADIAC RESEARCH CORPORATION,16758,5,4,ARTHUR F. GREEN,7189632233,JTEKIN@RADIACENV.COM,BROOKLYN,NY,11249-4120,261 KENT AVENUE,S,Yes,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16758
Growth,High,INGREDIENTS PLUS LOGISTICS LLC,INGREDIENTS PLUS LOGISTICS LLC,16802,48,43,VICTOR PACHECO,5853462318,victor.pacheco@asr-group.com,LAKEVILLE,NY,14480,5768 SWEETENERS BLVD,S,No,AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16802
Growth,High,BEDORE TOURS INC,BEDORE TOURS INC,16811,13,11,JOHN O'HEAR,7166963200,COREY SCHRAMM COREYS@BEDORETOURS.COM,NORTH TONAWANDA,NY,14120,2968 NIAGARA FALLS BLVD,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16811
Starter,High,NASSAU WORLD WIDE MOVERS INC,NASSAU WORLD WIDE MOVERS INC,16815,9,3,MICHAEL NIGRO,6314913600,JCAMPO@nwwm.net,WEST BABYLON,NY,11704,63 LAMAR STREET,None listed,No,AUTHORIZED FOR HIRE,60,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=16815
Fleet,High,HERMANN TRANSPORTATION SERVICES,HERMANN FORWARDING CO,17093,163,149,RICHARD F HERMANN,7322974400,rfhermann@hermanntds.com,MONMOUTH JUNCTION,NJ,08852,21 DISTRIBUTION WAY,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17093
Fleet,High,RIGGINS INC,RIGGINS INC,17279,108,70,STEVEN D. RIGGINS,6098257600,RCUMMINES@RIGGINSOIL.COM,VINELAND,NJ,08360,3938 SOUTH MAIN ROAD,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17279
Starter,Medium,EDMOND PLANTE & SON INC,EDMOND PLANTE & SON INC,17303,5,3,RONALD PLANTE,8027662468,Truckin1@myfairpoint.net,DERBY,VT,05829,388 VT RT 111,S,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17303
Growth,Medium,CERSOSIMO LUMBER CO,CERSOSIMO LUMBER CO,17324,15,13,MICHAEL CERSOSIMO,8022544508,chartle@cersosimo.com,BRATTLEBORO,VT,05301,1103 VERNON ST,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17324
Growth,Medium,JOSEPH P CARRARA & SONS INC,JOSEPH P CARRARA & SONS INC,17328,36,35,ROBERT CARRARA JR,8027752301,shanew@jpcarrara.com,N CLARENDON,VT,05759-0060,167 N SHREWSBURY RD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17328
Growth,Medium,F EDWIN SMYTH & SON INC,F EDWIN SMYTH & SON INC,17471,44,44,ROBERT SMYTH,8606238775,rsmyth@smythbus.com,ENFIELD,CT,06082,25 DEPOT HILL ROAD,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17471
Starter,Medium,STANLEY BLACK & DECKER INC,STANLEY BLACK & DECKER INC,17484,8,28,DON  ALLEN,6149759768,kelley.dorst@sbdinc.com,NEW BRITAIN,CT,06053,1000 STANLEY DRIVE,None listed,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17484
Growth,Medium,POST ROAD STAGES INC,POST ROAD STAGES INC,17493,12,23,JEFF A. MYERS,8606441531,JEFF@POSTROADSTAGES.COM,SOUTH WINDSOR,CT,06074-2038,1105 STRONG RD,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17493
Growth,Medium,ROGOVIN MOVING & STORAGE COMPANY INC,ROGOVIN MOVING & STORAGE COMPANY INC,17523,12,9,AARON  ROGOVIN,8604438423,rogovinmoving@snet.net,NEW LONDON,CT,06320,354 COLMAN ST,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17523
Fleet,Medium,SALTER'S EXPRESS CO INC,SALTER'S EXPRESS CO INC,17537,75,59,JAMES P. SALTER,8606513311,jr@saltersexpress.com,SIMSBURY,CT,06070,119 WEST STREET,S,No,AUTHORIZED FOR HIRE,90,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17537
Starter,High,FOOSE TRANSPORT INC,FOOSE TRANSPORT INC,17661,6,5,WILLIAM  FOOSE,9738081764,foosetrans1@aol.com,FAIRFIELD,NJ,07004,26 M COMMERCE ROAD,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17661
Fleet,High,FOOD HAULERS INC,FOOD HAULERS INC,17669,337,410,MIKE STIGERS,9085277567,OLAF.FURTIG@WAKEFERN.COM,ELIZABETH,NJ,07207,505 DIVISION STREET,S,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17669
Fleet,Medium,MEYER,WILLIAM B MEYERINC,17847,65,99,JOHN  MAZZELLA,2033836286,,STRATFORD,CT,06615,255 LONG BEACH BLVD,S,No,AUTHORIZED FOR HIRE,85,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17847
Fleet,Medium,CUMBERLAND FARMS INC,CUMBERLAND FARMS INC,17902,116,206,RUSSELL COLACO,5082707203,peter.mastrodomenico@eg-america.com,WESTBORO,MA,01581,165 FLANDERS ROAD,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=17902
Starter,Medium,COAN TRANSPORTATION INC,COAN TRANSPORTATION INC,18006,7,6,ROBYN  ARNOLD,5089540094,salvoni11@aol.com,NATICK,MA,01760,194 WEST CENTRAL ST,S,Yes,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=18006
Growth,High,LICTUS KEYSTONE INC,LICTUS KEYSTONE INC,18148,23,24,JAMES D LICTUS,7163556363,lictuskeystone@worldconnx.net,CLYMER,NY,14724,8799 W MAIN ST,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=18148
Fleet,Medium,RUDY'S LIMOUSINE SERVICE INC,RUDY'S LIMOUSINE SERVICE INC,18154,70,90,FRANK BOSCH,2036098002,frankb@rudylimo.com,GREENWICH,CT,06878,17 WILMOT LN,None listed,No,AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=18154
Starter,Medium,THOMAS DICENZO INC,THOMAS DICENZO INC,18921,5,7,WILLIAM DELMONACO JR.,2078480914,tony@tdicenzo.com,HERMON,ME,04401,56 DAVES WAY,None listed,Yes,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=18921
Growth,Medium,LOOK LOBSTER CO,O W & B S LOOK CO INC,18928,11,8,BERT S LOOK III,2074972353,LOOKLOBSTER@gmail.com,JONESPORT,ME,04649,32 OLD HOUSE POINT,None listed,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;OTHER-B & C,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=18928
Starter,High,LITTLEFIELD FAMILY TRUCKING,LML LOGISTICS LLC,18944,10,16,DEBORAH PUTNAM,3522379799,lmllogistics12@GMAIL.COM,OCALA,FL,34482,411 NW 106TH AVE,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=18944
Starter,Medium,HUSSEY SEATING COMPANY INC,HUSSEY SEATING COMPANY INC,18997,5,3,BRIAN DEVEAUX,2076760341,JPERRY@husseyseating.com,NORTH BERWICK,ME,03906,38 DYER ST EXT,None listed,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=18997
Growth,Medium,MYSTIC MOTOR TRANSP COMPANY INC,MYSTIC MOTOR TRANSP COMPANY INC,19148,14,15,PETER  J. DALY JR,9786675656,info@mysticmotortrans.com,BILLERICA,MA,01821-0782,3 EVERREADY CIRCLE,None listed,Yes,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19148
Growth,Medium,WALKER CRANE & RIGGING CORP,WALKER CRANE & RIGGING CORP,19384,20,20,STEVEN LAGANAS,8607939866,atbartlett@walkercrane.com,PLAINVILLE,CT,06062,50 FARMINGTON VALLEY DRIVE,S,No,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19384
Fleet,Medium,COACH USA,POWDER RIVER TRANSPORTATION SERVICES INC,19446,52,72,JENNIFER STEIN,3074870653,Jen.stein@coachusa.com,GILLETTE,WY,82716-3012,1700 E HIGHWAY 14/16,S,No,AUTHORIZED FOR HIRE,90,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19446
Growth,Medium,HEARTH & HOME TECHNOLOGIES LLC,HEARTH & HOME TECHNOLOGIES LLC,19459,17,32,BRIAN SMITH,9529856000,bauermi@hearthnhome.com,LAKEVILLE,MN,55044,7571 215TH STREET WEST,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19459
Starter,High,TARTAGLIA RAILROAD SERVICES INC,TRS EQUIPMENT LLC,19508,7,5,JEB STOTTER,3154550100,office@tartagliarail.com,SYRACUSE,NY,13211,5867 E MOLLOY RD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19508
Growth,High,SEA JET TRUCKING & APA WAREHOUSES,AMF TRUCKING AND WAREHOUSING INC,19593,29,29,ERIKA ESPINDOLA,7325414800,ERIKA@SEA-JET.COM,EDISON,NJ,08817,35 BRUNSWICK AVENUE,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19593
Fleet,Medium,MATSON,MATSON NAVIGATION COMPANY OF ALASKA LLC,19594,130,190,MONIQUE  CORTEZ,9072635045,mcortez@matson.com,ANCHORAGE,AK,99501,1717 TIDEWATER ROAD,S,Yes,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19594
Fleet,High,GEORGE HILDEBRANDT INC,GEORGE HILDEBRANDT INC,19632,140,140,JARUE M HAYES,5188513861,JOANN@GHITRUCKING.COM,HUDSON,NY,12534,412 STONE MILL ROAD,S,No,AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19632
Starter,Medium,LOOMIS TRUCKING,JOHN R LOOMIS INC,19721,8,8,ROBERT  LOOMIS,5186420500,jrloomis@comcast.net,WEST PAWLET,VT,05775,1121 VT RT 149,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19721
Starter,High,CLIFFORD C HAY INC,CLIFFORD C HAY INC,19738,6,3,CLIFFORD C. HAY II,5182342044,CliffordCHayInc@Gmail.com,COBLESKILL,NY,12043,686 EAST MAIN STREET,S,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19738
Fleet,High,SAFEWAY LOGISTICS SOLUTIONS,SAFEWAY TRUCKING CORPORATION,19811,315,305,GREGG  LUBERTO,9083512800,gluberto@eastcoastwarehouse.com,ELIZABETH,NJ,07201-2905,1140 POLARIS ST,S,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19811
Starter,High,BURLESONS HONEY,BURLESONS INC,19957,5,4,RICHARD CREECY,9729374810,richard@burlesons-honey.com,WAXAHACHIE,TX,75165-2855,301 PETERS ST,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=19957
Starter,Medium,B TRANSFER INC,B TRANSFER INC,20016,8,8,ALAN T BERMENSOLO,2085878464,abermensolo@b-transfer.com,MTN HOME,ID,83647,890 WEST 6TH S,None listed,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20016
Growth,Medium,GARY BLICK TRUCKING INC,GARY BLICK TRUCKING INC,20049,26,22,SCOTT BLICK,2085376787,,CASTLEFORD,ID,83321,112 MAIN,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,110,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20049
Growth,Medium,ATLANTIC CARRIERS INC,ATLANTIC CARRIERS INC,20180,34,34,DEB CRAWFORD,7122431258,debbie@atlanticcarriers.com,ATLANTIC,IA,50022,501 ASH STREET,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20180
Fleet,High,GRILEY AIR FREIGHT,SOUTHERN COUNTIES TERMINALS,20214,78,122,CURTIS  HAMILTON,3108631951,curtis@grileyair.com,LOS ANGELES,CA,90045,5341 WEST 104TH STREET,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20214
Fleet,High,ESTES WEST,G I TRUCKING COMPANY,20293,2304,1915,CURTIS E CARR,7145231122,CURTIS.CARR@ESTES-EXPRESS.COM,LA MIRADA,CA,90638-5617,14727 ALONDRA BLVD,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20293
Growth,High,REID PETROLEUM LLC,REID PETROLEUM LLC,20402,16,18,ALEXANDER  HARRIS,7164342885,wmcinally@reidpetroleum.com,LOCKPORT,NY,14094-3612,100 W GENESEE ST,None listed,Yes,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20402
